vid	yid	start	end	raw-text	tokenized-text	gloss	split
eOjjLnOdgow-00:00:32.333-00:00:37.400	eOjjLnOdgow	00:00:32.333	00:00:37.400	"Thank those who voted ""nay"", meaning those who support our ADA rights."	thank those who voted nay meaning those who support our ada rights	Next-2nd who vote no_fs  mean IX support our ADA_fs rights, IX inform-them thank-you. 	test
eOjjLnOdgow-00:00:40.033-00:00:46.033	eOjjLnOdgow	00:00:40.033	00:00:46.033	620 didn't happen quickly.	620 did n't happen quickly	Now since happen 620 fast happen, no.	test
eOjjLnOdgow-00:03:24.566-00:03:28.233	eOjjLnOdgow	00:03:24.566	00:03:28.233	The Senate should do what?	the senate should do what	Senate_fs senate IX-palm senate do-do IX-palm. 	test
sO31dRRabiE-00:00:04.333-00:00:13.233	sO31dRRabiE	00:00:04.333	00:00:13.233	All NAD programs and services are available to all deaf and hard of hearing people and their families -- membership is not required.	all nad programs and services are available to all deaf and hard of hearing people and their families -- membership is not required	All_fs NAD_fs program service available for all_fs deaf hard-of-hearing people, their family, member required no+.	test
dSkoNrtNxwo-00:03:25.100-00:03:32.533	dSkoNrtNxwo	00:03:25.100	00:03:32.533	If your state association wants to have legislative training, please contact your regional representative.	if your state association wants to have legislative training please contact your regional representative	If your-all state agency want have legislative training please contact your region representative.	test
dSkoNrtNxwo-00:06:31.500-00:06:37.633	dSkoNrtNxwo	00:06:31.500	00:06:37.633	For those who have contacted us, we will get back to you to make sure the community is involved in the process to make strides for education!	for those who have contacted us we will get back to you to make sure the community is involved in the process to make strides for education	They who finish contact, up-till-now contact make sure they community involve make sure process for education.	test
W5JdZRkos4Q-00:04:02.700-00:04:09.733	W5JdZRkos4Q	00:04:02.700	00:04:09.733	I prefer to set up a call to have a warm up chat before we start the interview, that way I can figure out a good frame for their story.	i prefer to set up a call to have a warm up chat before we start the interview that way i can figure out a good frame for their story	Tend I like to videocall warm+up_fs chat first before go-ahead with interview that way I can figure good frame.	test
W5JdZRkos4Q-00:04:18.700-00:04:21.133	W5JdZRkos4Q	00:04:18.700	00:04:21.133	I find time to chat with them through meetings.	i find time to chat with them through meetings	I videophone chat meeting++.	test
W5JdZRkos4Q-00:04:41.300-00:04:42.533	W5JdZRkos4Q	00:04:41.300	00:04:42.533	I go ahead and do it!	i go ahead and do it	I go-ahead do_fs it_fs.	test
dLzmPt2segw-00:02:26.600-00:02:30.533	dLzmPt2segw	00:02:26.600	00:02:30.533	The more transparent you are, the smoother your interview will be.	the more transparent you are the smoother your interview will be	Think that clear always make more smooth interview.	test
op3k0tUi40k-00:01:18.100-00:01:25.600	op3k0tUi40k	00:01:18.100	00:01:25.600	I went to mainstream school with no special education services, it was very tough.	i went to mainstream school with no special education services it was very tough	I grew-up mainstream school none understand none special education service tough. 	test
sld9TKHkOtg-00:02:15.666-00:02:19.466	sld9TKHkOtg	00:02:15.666	00:02:19.466	I love the traditional Kentucky Derby roots here.	i love the traditional kentucky derby roots here	Kiss-fist know tradition horse riding KY_fs derby_fs perfect.	test
sld9TKHkOtg-00:02:24.000-00:02:24.733	sld9TKHkOtg	00:02:24.000	00:02:24.733	I love people.	i love people	I fist-kiss people.	test
HlYvjMBYyag-00:01:19.733-00:01:22.133	HlYvjMBYyag	00:01:19.733	00:01:22.133	I am working on a grant proposal.	i am working on a grant proposal	I also work grant_fs proposal.	test
HlYvjMBYyag-00:01:33.633-00:01:39.166	HlYvjMBYyag	00:01:33.633	00:01:39.166	I am thrilled to be working on this project because it fits with NAD's goals of advocating for accessibility.	i am thrilled to be working on this project because it fits with nad 's goals of advocating for accessibility	Real thrilled why think that project real relate-to NAD_fs goal access advocate.	test
HlYvjMBYyag-00:01:46.000-00:01:50.700	HlYvjMBYyag	00:01:46.000	00:01:50.700	Two different communities: hearing and Deaf.	two different communities hearing and deaf	I real different cl:split-group+,  IX hearing community, IX deaf community.	test
Bn5RrOa7AEI-00:01:44.000-00:01:50.000	Bn5RrOa7AEI	00:01:44.000	00:01:50.000	On to the second topic -- thank you for sharing your concerns about VRI.	on to the second topic -- thank you for sharing your concerns about vri	cl:2-of-3 VRI_fs want thank you-all people who since complain concern (alt)inform-me+.	test
qvN9q5kPC74-00:00:43.566-00:00:50.733	qvN9q5kPC74	00:00:43.566	00:00:50.733	There are a diverse methods of communication such as American Sign Language, cued speech, and Signing Exact English.	there are a diverse methods of communication such as american sign language cued speech and signing exact english	Diverse your-all communication preference access for example ASL_fs, cued-speech cued_fs speech, English Sign Language, any.	test
6O6O2eXf22o-00:00:12.066-00:00:13.266	6O6O2eXf22o	00:00:12.066	00:00:13.266	When it's broke, you fix it. 	when it 's broke you fix it	Broken fix cl:put-together.	test
xEZo2zgDdfE-00:02:20.400-00:02:30.033	xEZo2zgDdfE	00:02:20.400	00:02:30.033	The NAD wishes to express its many thanks to the many members and supporters who participated in the successful NAD Legislative Day.	the nad wishes to express its many thanks to the many members and supporters who participated in the successful nad legislative day	NAD_fs want to comment announce thank-you++ to them many member and support who involve with success NAD_fs outreach legal day.	test
zTt2umLBlnI-00:00:27.333-00:00:31.400	zTt2umLBlnI	00:00:27.333	00:00:31.400	Some were successful while others go back to the drawing board.	some were successful while others go back to the drawing board	Some success some darn will try again.	test
plH6Tq2rj6k-00:00:06.600-00:00:07.466	plH6Tq2rj6k	00:00:06.600	00:00:07.466	Come on!	come on	(2h)Come-on.	test
P8USfnEaNig-00:02:39.133-00:02:40.100	P8USfnEaNig	00:02:39.133	00:02:40.100	I enjoy the east.	i enjoy the east	Enjoy east.	test
PBSpEj64HAg-00:00:19.366-00:00:21.666	PBSpEj64HAg	00:00:19.366	00:00:21.666	We look forward to working with you all.	we look forward to working with you all	We look-forward work with IX-all.	test
zpKzb1SBN3Y-00:01:13.500-00:01:18.633	zpKzb1SBN3Y	00:01:13.500	00:01:18.633	I visited 22 mainstream, deaf programs, and schools for the deaf.	i visited 22 mainstream deaf programs and schools for the deaf	I (2h)go++ 22 school mainstream deaf program deaf school cl:get-the-feel-of. 	test
zpKzb1SBN3Y-00:05:30.033-00:05:36.700	zpKzb1SBN3Y	00:05:30.033	00:05:36.700	We want to ensure that they recognize deaf children’s need for sign language, starting from birth.	we want to ensure that they recognize deaf children ’s need for sign language starting from birth	I want emphasize requirement make sure they recognize deaf children their needs for sign from beginning birth going-forward. 	test
zpKzb1SBN3Y-00:07:36.100-00:07:39.533	zpKzb1SBN3Y	00:07:36.100	00:07:39.533	First, the ASL English Bilingual Schools and Programs.	first the asl english bilingual schools and programs	First-thumb first ASL_fs English both language school program group.	test
3_D804hV73c-00:02:24.500-00:02:41.633	3_D804hV73c	00:02:24.500	00:02:41.633	In fact, an article was recently published in the American Academy of Pediatrics’ journal outlining the clear benefits of learning sign language with speech over an oral-only approach for babies.	in fact an article was recently published in the american academy of pediatrics’ journal outlining the clear benefits of learning sign language with speech over an oral only approach for babies	True-biz article printed IX America school youth children doctor print yes baby language specific spoken first {NO} process IX sign spoken include progress develop show. 	test
3_D804hV73c-00:02:43.000-00:02:51.466	3_D804hV73c	00:02:43.000	00:02:51.466	ASL usage is increasing, as ASL courses are among the most popular classes in high schools and colleges across the country, as well as in community programs.	asl usage is increasing as asl courses are among the most popular classes in high schools and colleges across the country as well as in community programs	People use ASL_fs expand all-over America have what HS_fs college community (2h)take ASL_fs process.	test
yjAuZBiVFII-00:00:33.033-00:00:41.233	yjAuZBiVFII	00:00:33.033	00:00:41.233	I met with the various state Governor’s offices about what their states have and don’t have… Gathering information.	i met with the various state governor ’s offices about what their states have and do n’t have gathering information	Finish meeting with government office different++ look+IX have state what? IX++ cl:rake-in information.	test
_gAnLlibJso-00:03:59.666-00:04:02.366	_gAnLlibJso	00:03:59.666	00:04:02.366	Also, it is important to share this with your friends.	also it is important to share this with your friends	And important (2h)nudge++ your friend too. 	test
gJeM5T7uW_k-00:00:53.233-00:01:06.000	gJeM5T7uW_k	00:00:53.233	00:01:06.000	Students lived in various parts of the state and used carriages, horseback riding, and the train to get to the Schools for the Deaf.	students lived in various parts of the state and used carriages horseback riding and the train to get to the schools for the deaf	Students their eat bed (alt)IX++ far++ use carriage horse-ride board-train arrive institution school for deaf (alt)IX++.n	test
JFpUT5qmgUM-00:07:31.133-00:07:32.000	JFpUT5qmgUM	00:07:31.133	00:07:32.000	Fourth	fourth	cl:4-of-4	test
ov4V4iCiM_s-00:01:07.100-00:01:11.433	ov4V4iCiM_s	00:01:07.100	00:01:11.433	We were also involved in a skit and found out that I can act!	we were also involved in a skit and found out that i can act	But also in skit too I surprised I act.	test
ov4V4iCiM_s-00:01:11.466-00:01:17.066	ov4V4iCiM_s	00:01:11.466	00:01:17.066	At the time, I didn't know others and that helped us work together as a team.	at the time i did n't know others and that helped us work together as a team	Arrive friend they don't-know wQM team work learn++ oh-I-see teamwork oh-I-see neat. 	test
sUg7i_wSn24-00:00:22.733-00:00:26.733	sUg7i_wSn24	00:00:22.733	00:00:26.733	I appreciate being a part of the family’s grieving process.	i appreciate being a part of the family ’s grieving process	I like to be involved with family grieving.	test
qz7qQZgL5x8-00:02:14.100-00:02:18.566	qz7qQZgL5x8	00:02:14.100	00:02:18.566	The bottom line - what I wanted to share - is that you are you.	the bottom line what i wanted to share is that you are you	Well uh well my well real point I want say IX-you-all one IX person.	test
1Fcli9bH_X8-00:03:31.000-00:03:37.266	1Fcli9bH_X8	00:03:31.000	00:03:37.266	Develop an action plan that will be presented at the 2014 Conference in Atlanta.	develop an action plan that will be presented at the 2014 conference in atlanta	Develop summarize action plan hmm will propose 2014 meeting Atlanta that.	test
G2tzMT1j0gI-00:00:10.633-00:00:19.633	G2tzMT1j0gI	00:00:10.633	00:00:19.633	If you are not able to understand your remote work meetings, talk to your boss or the meeting host about what you need.	if you are not able to understand your remote work meetings talk to your boss or the meeting host about what you need	IX videocall IX stuck not-understand uhh struggle IX can nudge your boss or_fs itself host interact discuss what IX do-do ask need match. 	test
G2tzMT1j0gI-00:02:48.433-00:02:53.100	G2tzMT1j0gI	00:02:48.433	00:02:53.100	This may not provide a smooth meeting experience for you.	this may not provide a smooth meeting experience for you	Will disrupt your process meeting workshop practice cl:5-list that IX not work-out.	test
iD6DQiD2J7I-00:00:10.066-00:00:16.133	iD6DQiD2J7I	00:00:10.066	00:00:16.133	The NAD is excited about this new generation of the College Bowl.	the nad is excited about this new generation of the college bowl	We NAD_fs really excited about have this quote new generation of_fs college bowl_fs.	test
iD6DQiD2J7I-00:00:19.133-00:00:24.766	iD6DQiD2J7I	00:00:19.133	00:00:24.766	Over the years we've been used to the Legacy College Bowl trio: Gallaudet University, CSUN and NTID.	over the years we 've been used to the legacy college bowl trio gallaudet university csun and ntid	Since we used-to to Legacy_fs College Bowl_fs cl:3-list-group cl:1-of-3+Gallaudet cl:2-of-3+CSUN_fs cl:3-of-3+NTID_fs cl:3-list. 	test
iD6DQiD2J7I-00:04:42.466-00:04:45.200	iD6DQiD2J7I	00:04:42.466	00:04:45.200	We have wonderful new experiences for our team.	we have wonderful new experiences for our team	Have new wonderful experience for our team. 	test
NhcbG0pBqaY-00:01:46.366-00:01:54.500	NhcbG0pBqaY	00:01:46.366	00:01:54.500	Happy Holidays, Merry Christmas and Happy New Year!	happy holidays merry christmas and happy new year	Happy holidays_fs happy Christmas and happy New Year (2h)thumbs-up	test
wUEiLfHtMxY-00:01:50.266-00:02:02.666	wUEiLfHtMxY	00:01:50.266	00:02:02.666	Every government leader and health officers must provide sign language access during their press briefings about our health and threats.	every government leader and health officers must provide sign language access during their press briefings about our health and threats	Each government leader each health officers all_fs must make sure provide sign-language access during information relate-to our health and threat. 	test
